cor	gene
0.023	AC027796.3
0.023	USP43
0.023	AC008105.1
0.023	MAP3K14-AS1
0.023	MAPT
0.023	LRRC37A2
0.023	HOXB3
0.023	C17orf67
0.023	SNRPD1
0.023	AL136531.1
0.023	OXT
0.023	AL391095.1
0.023	NCOA5
0.023	FNDC11
0.023	AC011472.1
0.023	AC010300.1
0.023	LRP3
0.023	GPI
0.023	AC011479.1
0.023	HDHD5-AS1
0.023	AC016027.1
0.023	MIF-AS1
0.023	ASCC2
0.023	KIAA0930
0.023	PRR34-AS1
0.023	BACH1-IT2
0.023	SLC5A3
0.022	AL669831.5
0.022	TAS1R3
0.022	CALML6
0.022	AL031848.2
0.022	TNFRSF9
0.022	CORT
0.022	PADI4
0.022	AL031728.1
0.022	TMEM39B
0.022	CYP2J2
0.022	FUBP1
0.022	PKN2-AS1
0.022	SNX7
0.022	WDR47
0.022	KCND3
0.022	NUDT17
0.022	ITGA10
0.022	GLRX2
0.022	SH3YL1
0.022	AC019118.2
0.022	AC010904.2
0.022	AC013403.2
0.022	PPP1CB
0.022	GEMIN6
0.022	C2orf92
0.022	AC108058.1
0.022	RGPD3
0.022	PAX8
0.022	LCT
0.022	TBR1
0.022	CAPN10-DT
0.022	AC018809.2
0.022	ZCWPW2
0.022	TGM4
0.022	TMEM110-MUSTN1
0.022	RYBP
0.022	OR5K2
0.022	AC080013.6
0.022	LRRC34
0.022	SEC31A
0.022	AC093827.4
0.022	AP001816.1
0.022	AC109347.2
0.022	CEP44
0.022	WWC2
0.022	LRRC14B
0.022	MED10
0.022	LINC02211
0.022	SETD9
0.022	ERAP2
0.022	AC004775.1
0.022	AC106795.3
0.022	GCNT2
0.022	AL137003.1
0.022	AL645933.2
0.022	SLC44A4
0.022	TFEB
0.022	MTO1
0.022	TPBG
0.022	LINC02526
0.022	Z98200.1
0.022	VNN3
0.022	ULBP3
0.022	AC004540.2
0.022	AC005154.4
0.022	KCTD7
0.022	PPP1R9A
0.022	KMT2E-AS1
0.022	ANKRD7
0.022	AC058791.1
0.022	LRGUK
0.022	AC073878.1
0.022	REPS2
0.022	KLHL15
0.022	ZNF674-AS1
0.022	WNK3
0.022	NLGN3
0.022	ZNF711
0.022	MORC4
0.022	FAM122B
0.022	LYPLA1
0.022	MRPL15
0.022	MCMDC2
0.022	SNX16
0.022	AC012213.1
0.022	ZFPM2
0.022	AC023590.1
0.022	EPPK1
0.022	PARP10
0.022	IGHEP2
0.022	C9orf24
0.022	AL357874.1
0.022	AL590399.3
0.022	AL590399.1
0.022	NXNL2
0.022	OGN
0.022	AAED1
0.022	RABEPK
0.022	HBG2
0.022	SVIP
0.022	SERPING1
0.022	STX5
0.022	PPP1R14B
0.022	AP001107.6
0.022	AP002770.1
0.022	ME3
0.022	CASP5
0.022	ZC3H12C
0.022	THYN1
0.022	ATP5F1C
0.022	ENKUR
0.022	JCAD
0.022	NCOA4
0.022	ZNF503
0.022	MYOF
0.022	LINC00867
0.022	CTBP2
0.022	ACRBP
0.022	U47924.3
0.022	GPRC5D-AS1
0.022	TUBA1B
0.022	SP7
0.022	AMHR2
0.022	GLIPR1L1
0.022	AC073571.1
0.022	AC073569.1
0.022	MAPKAPK5-AS1
0.022	DNAH10
0.022	LINC00463
0.022	LINC00543
0.022	LINC00598
0.022	AL162377.1
0.022	ABHD4
0.022	ZFHX2
0.022	FRMD6
0.022	AL139022.2
0.022	AC004817.1
0.022	AC004846.2
0.022	GON7
0.022	AL118558.4
0.022	IGHV4-34
0.022	APBA2
0.022	GOLGA8Q
0.022	ISLR2
0.022	TMC3-AS1
0.022	AC087286.3
0.022	AC140725.1
0.022	Z97986.1
0.022	AC126755.2
0.022	AC092368.3
0.022	NUTF2
0.022	IRF8
0.022	LGALS9C
0.022	CCDC144NL-AS1
0.022	TRAF4
0.022	TBC1D29
0.022	ADAP2
0.022	PIGW
0.022	PLEKHH3
0.022	VAT1
0.022	AC018521.2
0.022	DLX3
0.022	ABCA6
0.022	ST6GALNAC1
0.022	PSMA8
0.022	AC015961.2
0.022	PCED1A
0.022	KAT14
0.022	NANP
0.022	AL023803.2
0.022	AL121845.4
0.022	SWSAP1
0.022	AC010422.2
0.022	AC008764.4
0.022	AC010319.4
0.022	CRLF1
0.022	ZNF571
0.022	KPTN
0.022	EHD2
0.022	TMEM143
0.022	PTOV1-AS1
0.022	VSIG10L
0.022	ZNF583
0.022	PHF5A
0.022	FP236383.3
0.022	AF129075.2
0.022	IL10RB-DT
0.022	AP001437.1
0.022	AC145212.1
0.021	TPRG1L
0.021	PTAFR
0.021	AL033527.3
0.021	CCDC17
0.021	IPP
0.021	FOXD2-AS1
0.021	EPHX4
0.021	AL356488.3
0.021	AL360270.1
0.021	WDR77
0.021	AP4B1
0.021	LINGO4
0.021	C2CD4D
0.021	HRNR
0.021	S100A2
0.021	CASQ1
0.021	NDUFS2
0.021	LINC01675
0.021	LINC01703
0.021	ADSS
0.021	OR2L8
0.021	AC016907.2
0.021	AC019171.1
0.021	HTRA2
0.021	SEMA4C
0.021	COA5
0.021	IL18RAP
0.021	FHL2
0.021	MALL
0.021	CLK1
0.021	FZD7
0.021	RETREG2
0.021	ANO7
0.021	THAP4
0.021	AC022384.1
0.021	LINC00620
0.021	FGD5
0.021	OSBPL10
0.021	XYLB
0.021	AC137630.1
0.021	USP19
0.021	CCDC36
0.021	AC006254.1
0.021	GTPBP8
0.021	ILDR1
0.021	LINC01471
0.021	GRK7
0.021	GK5
0.021	AC078795.3
0.021	CPLX1
0.021	CRMP1
0.021	AC104825.1
0.021	COL25A1
0.021	MGARP
0.021	ARHGAP10
0.021	NR3C2
0.021	AC092611.1
0.021	AC091965.4
0.021	AC137810.1
0.021	AC008945.1
0.021	AC114956.1
0.021	AC092354.1
0.021	NR3C1
0.021	ATOX1
0.021	PPP1R2B
0.021	AC008610.1
0.021	AL357054.3
0.021	AL008729.1
0.021	MCUR1
0.021	UBD
0.021	PPT2
0.021	LINC00336
0.021	ETV7
0.021	TRAM2-AS1
0.021	MTHFD1L
0.021	SCRN1
0.021	PDE1C
0.021	AC004854.2
0.021	ABCA13
0.021	LANCL2
0.021	GTF2IRD2B
0.021	AC004522.2
0.021	LAMB1
0.021	MESTIT1
0.021	CTAGE4
0.021	AOC1
0.021	PRICKLE3
0.021	PGAM4
0.021	ATG4A
0.021	CSMD1
0.021	AC124242.1
0.021	PIWIL2
0.021	TMEM68
0.021	LINC01602
0.021	UBXN2B
0.021	SDCBP
0.021	TMEM70
0.021	TMEM64
0.021	AP003352.1
0.021	ZFAT
0.021	GPAA1
0.021	LRRC14
0.021	TUSC1
0.021	AL512625.1
0.021	SLC28A3
0.021	NTRK2
0.021	TGFBR1
0.021	TMEM268
0.021	MVB12B
0.021	AL355987.3
0.021	OR10A5
0.021	SPTY2D1
0.021	NAV2
0.021	KCNA4
0.021	DEPDC7
0.021	AP000777.3
0.021	AP001107.2
0.021	PELI3
0.021	PANK1
0.021	SLIT1
0.021	SFXN4
0.021	ITFG2-AS1
0.021	AC084816.1
0.021	REP15
0.021	AC074029.3
0.021	FAM186A
0.021	KRT79
0.021	ZNF740
0.021	AC034102.8
0.021	AC024884.2
0.021	LRRC43
0.021	AL133372.2
0.021	AL136038.2
0.021	AC013451.2
0.021	ZC2HC1C
0.021	SAMD15
0.021	AL110118.2
0.021	AC025430.1
0.021	SPG21
0.021	NMB
0.021	FES
0.021	Z69720.1
0.021	AC093525.6
0.021	AC004232.2
0.021	C16orf71
0.021	AC087190.1
0.021	NPIPA7
0.021	GDE1
0.021	NPIPB8
0.021	AC018554.1
0.021	DDX28
0.021	DNAAF1
0.021	AC135782.3
0.021	AC004771.2
0.021	VTN
0.021	AC243830.1
0.021	CWC25
0.021	MPP2
0.021	AC036222.1
0.021	AC002401.3
0.021	WIPI1
0.021	CDC42EP4
0.021	TEX19
0.021	CABYR
0.021	ZNF521
0.021	BCL2L1
0.021	AL133230.1
0.021	AC008763.2
0.021	LRRC8E
0.021	CD320
0.021	ZNF653
0.021	ZNF440
0.021	RFX1
0.021	RAB8A
0.021	AC123912.1
0.021	PLD3
0.021	KCNN4
0.021	ZNF224
0.021	ZNF235
0.021	AC008392.1
0.021	MAMSTR
0.021	ZNF845
0.021	AC016629.2
0.021	ADORA2A-AS1
0.021	LGALS2
0.021	PDGFB
0.021	NFAM1
0.021	MIRLET7BHG
0.021	FP565260.3
0.021	PSMG1
0.021	PRDM15
0.02	CTRC
0.02	CPLANE2
0.02	AHDC1
0.02	YBX1
0.02	KTI12
0.02	AC105277.1
0.02	CHI3L2
0.02	AL589986.2
0.02	AIM2
0.02	USF1
0.02	AL353708.3
0.02	PIK3C2B
0.02	TMEM81
0.02	EPHX1
0.02	AL591848.2
0.02	RN7SL832P
0.02	HS1BP3
0.02	SF3B6
0.02	LINC02580
0.02	AC005041.1
0.02	EVA1A
0.02	AC009237.15
0.02	AC092587.1
0.02	ZC3H8
0.02	SUMO1
0.02	CYP27A1
0.02	SP100
0.02	NR1D2
0.02	ENTPD3-AS1
0.02	CACNA1D
0.02	PLCXD2
0.02	LINC01565
0.02	P2RY14
0.02	MLF1
0.02	AC008040.5
0.02	ETV5
0.02	FGF12
0.02	ZDHHC19
0.02	CEP19
0.02	IQCG
0.02	LYAR
0.02	STK32B
0.02	EVC
0.02	AC097505.1
0.02	CHIC2
0.02	AC068620.2
0.02	CCNG2
0.02	HSD17B13
0.02	GYPE
0.02	TTC29
0.02	AC093835.1
0.02	TMEM144
0.02	SLC9A3
0.02	GOLPH3
0.02	MARVELD2
0.02	SERF1B
0.02	CRHBP
0.02	CMYA5
0.02	AC104123.1
0.02	AC011416.3
0.02	AC116366.1
0.02	AC034206.1
0.02	SLC25A2
0.02	MED7
0.02	AC010609.1
0.02	NUDCD2
0.02	AL357054.2
0.02	PRPF4B
0.02	MAK
0.02	TRIM26
0.02	HCG17
0.02	PFDN6
0.02	RSPH10B2
0.02	CCZ1B
0.02	PSMA2
0.02	AC004834.1
0.02	SH2B2
0.02	SLC26A4
0.02	DOCK4
0.02	TRBJ1-3
0.02	CTAGE6
0.02	AC010973.2
0.02	SH3KBP1
0.02	EIF2S3
0.02	ZC3H12B
0.02	CSTF2
0.02	ARL13A
0.02	AC087203.3
0.02	FAM86B2
0.02	LINC00589
0.02	RNF170
0.02	AC078906.1
0.02	SAMD12-AS1
0.02	AL162411.1
0.02	ADAMTSL1
0.02	FOCAD-AS1
0.02	ELAVL2
0.02	AL161457.2
0.02	AL158071.5
0.02	CAVIN4
0.02	ASB6
0.02	EGFL7
0.02	OR51B5
0.02	SERGEF
0.02	DCDC1
0.02	CAT
0.02	MTA2
0.02	MEN1
0.02	AP003128.1
0.02	ACAT1
0.02	AL391839.2
0.02	PARD3
0.02	NEUROG3
0.02	TMEM254-AS1
0.02	CFAP43
0.02	AL731571.1
0.02	B4GALNT3
0.02	ADCY6
0.02	AGAP2-AS1
0.02	ATP8A2
0.02	SPART-AS1
0.02	SLC7A8
0.02	CTSG
0.02	AL121603.2
0.02	ERO1A
0.02	AL132989.2
0.02	SIX4
0.02	AL359220.1
0.02	TNFAIP2
0.02	AL590079.1
0.02	AC124312.3
0.02	NANOGP8
0.02	AC023300.2
0.02	RPP25
0.02	AC005606.1
0.02	SLX4
0.02	ACSM1
0.02	PRRT2
0.02	AC135050.1
0.02	ZNF668
0.02	PDP2
0.02	AC092115.2
0.02	AC240565.1
0.02	CYB5D2
0.02	NLGN2
0.02	KCNAB3
0.02	AC002091.1
0.02	AC024267.5
0.02	AC091132.1
0.02	LINC00483
0.02	VEZF1
0.02	ABCA9-AS1
0.02	SMIM5
0.02	TAF4B
0.02	SNRPB
0.02	SMOX
0.02	UBE2V1
0.02	AL121832.2
0.02	UCKL1-AS1
0.02	CAPS
0.02	ACSBG2
0.02	SLC25A41
0.02	S1PR2
0.02	AC010422.1
0.02	SYDE1
0.02	AC010335.1
0.02	CEBPG
0.02	ZNF30
0.02	AC022148.1
0.02	EML2
0.02	SIX5
0.02	PPP5D1
0.02	ZNF613
0.02	FAM71E2
0.02	ARVCF
0.02	TOM1
0.02	Z82243.1
0.02	WNT7B
0.02	AL117328.2
0.02	AL022328.1
0.02	SMIM11B
0.02	ATP5PF
0.019	PAQR7
0.019	AL391650.1
0.019	RAB42
0.019	CFAP57
0.019	FPGT
0.019	AL590560.1
0.019	UCK2
0.019	AL078644.2
0.019	SOX11
0.019	OTX1
0.019	MEIS1
0.019	RAB11FIP5
0.019	UXS1
0.019	FOXD4L1
0.019	CCDC74B
0.019	AC019186.1
0.019	AC013468.1
0.019	AC097662.1
0.019	AC073254.1
0.019	AC026202.2
0.019	UBE2E1-AS1
0.019	AC098614.4
0.019	ACAA1
0.019	PRKAR2A-AS1
0.019	ZNF80
0.019	FAM162A
0.019	CPNE4
0.019	ACKR4
0.019	YEATS2-AS1
0.019	AC068631.1
0.019	TMEM44-AS1
0.019	BANK1
0.019	AC018797.2
0.019	AC109361.1
0.019	SPATA5
0.019	SMAD1
0.019	FBXO8
0.019	PARP8
0.019	AC008966.2
0.019	NAIP
0.019	AC025188.1
0.019	AC008592.4
0.019	ATG12
0.019	LEAP2
0.019	PAIP2
0.019	AC091887.1
0.019	AC011374.2
0.019	NOP16
0.019	DDX39B-AS1
0.019	HSPA1L
0.019	AL645941.2
0.019	SNRPC
0.019	DEF6
0.019	NFYA
0.019	AL512274.1
0.019	AL583856.2
0.019	OOEP
0.019	TSTD3
0.019	AL024507.2
0.019	PEX7
0.019	AL355312.4
0.019	HOXA9
0.019	NIPSNAP2
0.019	AC068533.4
0.019	MAGI2
0.019	PCOLCE-AS1
0.019	EPO
0.019	TRIM24
0.019	NOS3
0.019	AL732314.6
0.019	ZNF182
0.019	CXorf49
0.019	NAP1L3
0.019	CSAG3
0.019	CLIC2
0.019	AF287957.1
0.019	AC084024.3
0.019	LSM1
0.019	CRISPLD1
0.019	CA13
0.019	AL135786.2
0.019	AL161729.3
0.019	BSPRY
0.019	CFAP157
0.019	VAV2
0.019	CCDC183-AS1
0.019	AC024475.1
0.019	PTPRJ
0.019	AP000781.2
0.019	FRMD8
0.019	MUS81
0.019	PIWIL4
0.019	BACE1
0.019	CELF2
0.019	AC022398.1
0.019	MCU
0.019	AL391988.1
0.019	AL513190.1
0.019	AL354950.1
0.019	TULP3
0.019	AC006064.2
0.019	TPI1
0.019	PLBD1
0.019	C12orf60
0.019	PTHLH
0.019	AC009318.3
0.019	AC009318.2
0.019	NR4A1
0.019	XPOT
0.019	AC069503.2
0.019	AC068790.9
0.019	ZNF140
0.019	PSPC1-AS2
0.019	MZT1
0.019	ANG
0.019	PLEKHH1
0.019	NPC2
0.019	GPR68
0.019	AK7
0.019	FAM189A1
0.019	PLA2G4B
0.019	AC103858.2
0.019	AC004754.1
0.019	NPIPB2
0.019	AC009034.1
0.019	AC116348.2
0.019	ZNF764
0.019	PRR14
0.019	AC007608.3
0.019	SLC9A5
0.019	THAP11
0.019	AC040162.1
0.019	AC010547.1
0.019	MAFTRR
0.019	FOXC2
0.019	TRAPPC2L
0.019	AC009113.1
0.019	RAP1GAP2
0.019	YBX2
0.019	SSH2
0.019	AP2B1
0.019	C17orf50
0.019	ETV4
0.019	ASB16
0.019	XYLT2
0.019	COIL
0.019	AC005332.4
0.019	AC016888.1
0.019	CCDC40
0.019	HAUS1
0.019	ZCCHC3
0.019	CHGB
0.019	ZNF341
0.019	TGIF2-RAB5IF
0.019	SLC12A5-AS1
0.019	RIPOR3
0.019	AC104532.2
0.019	AC008752.2
0.019	CNN1
0.019	COPE
0.019	KIRREL2
0.019	ZNF793-AS1
0.019	RASGRP4
0.019	FBXO27
0.019	AC011445.2
0.019	CD79A
0.019	LIPE-AS1
0.019	MEIS3
0.019	ZNF541
0.019	TRPM4
0.019	PRRG2
0.019	LRRC4B
0.019	ZNF83
0.019	KIR3DL2
0.019	GUCD1
0.019	CHEK2
0.019	HORMAD2
0.019	OGFRP1
0.019	USP25
0.019	AP001432.1
0.018	HES4
0.018	AL513320.1
0.018	WRAP73
0.018	SLC45A1
0.018	ANGPTL7
0.018	ASAP3
0.018	AL592166.1
0.018	AKR1A1
0.018	NEGR1
0.018	NEXN-AS1
0.018	PSMA5
0.018	IGSF3
0.018	AL139412.1
0.018	CSRP1
0.018	BPNT1
0.018	PYCR2
0.018	ITPKB-AS1
0.018	MAP3K21
0.018	KCNK1
0.018	AC092580.2
0.018	LINC01376
0.018	GDF7
0.018	QPCT
0.018	AC007040.2
0.018	WBP1
0.018	SFT2D3
0.018	AC079793.1
0.018	HOXD8
0.018	AC079305.1
0.018	UBE2E3
0.018	AC064836.3
0.018	RTP5
0.018	CRBN
0.018	LINC02084
0.018	SLC22A13
0.018	ZNF662
0.018	ZNF197-AS1
0.018	HYAL2
0.018	AC107029.1
0.018	AC007620.2
0.018	LINC02043
0.018	PAK2
0.018	AC096586.2
0.018	FAM47E
0.018	NDUFC1
0.018	DCHS2
0.018	GUCY1B1
0.018	AC022126.1
0.018	AC010359.1
0.018	ENC1
0.018	AC123595.2
0.018	SEMA6A-AS1
0.018	MYOT
0.018	PURA
0.018	PCDHGB7
0.018	DIAPH1
0.018	AC139795.3
0.018	PXDC1
0.018	AL138720.1
0.018	RNF39
0.018	AL662796.1
0.018	ZBTB9
0.018	AL080317.2
0.018	AKAP7
0.018	DYNLT1
0.018	HDAC9
0.018	DNAH11
0.018	RAPGEF5
0.018	AC004520.1
0.018	RUNDC3B
0.018	AC006333.2
0.018	TRBJ1-6
0.018	KEL
0.018	AC099552.1
0.018	GPM6B
0.018	FUNDC1
0.018	MIR222HG
0.018	AC233976.1
0.018	NKAP
0.018	HSFX2
0.018	AC019257.8
0.018	FZD3
0.018	ADGRA2
0.018	AP006545.2
0.018	AC022826.2
0.018	AC087672.1
0.018	CALB1
0.018	AC106038.1
0.018	AC010834.3
0.018	DEPTOR
0.018	AC009908.1
0.018	TRIB1
0.018	TIGD5
0.018	VLDLR
0.018	SH3GL2
0.018	SPIN1
0.018	TRAF2
0.018	IFITM5
0.018	ADM
0.018	AC079329.1
0.018	AC090159.1
0.018	PEX16
0.018	OR4X2
0.018	AP003108.1
0.018	ATL3
0.018	AP001462.1
0.018	AP006287.2
0.018	LRFN4
0.018	KRTAP5-9
0.018	LAYN
0.018	C11orf1
0.018	AL390961.2
0.018	AL157786.1
0.018	FANK1
0.018	PARP11
0.018	SLC16A7
0.018	AC048341.2
0.018	AC124947.1
0.018	CEP83-DT
0.018	AC002070.1
0.018	KL
0.018	RB1-DT
0.018	ADPRHL1
0.018	INSM2
0.018	AC006146.1
0.018	BBOF1
0.018	ISCA2
0.018	IFI27L1
0.018	AC032011.1
0.018	AC100830.3
0.018	AC100830.2
0.018	LINC02205
0.018	UACA
0.018	CPEB1
0.018	SNHG21
0.018	LINC00052
0.018	AC124068.2
0.018	AC036108.3
0.018	MEIOB
0.018	AC141586.3
0.018	AC025283.2
0.018	NAGPA-AS1
0.018	AC022167.4
0.018	AC130650.2
0.018	AC026401.3
0.018	AC106739.1
0.018	AC145285.2
0.018	AC009086.2
0.018	ZNF843
0.018	PRMT7
0.018	RPA1
0.018	SLC25A11
0.018	TNFSF13
0.018	AC243571.2
0.018	STAC2
0.018	FAM117A
0.018	RSAD1
0.018	GPRC5C
0.018	TK1
0.018	AC124283.1
0.018	PTPN2
0.018	AC023043.1
0.018	AC068473.1
0.018	RBCK1
0.018	AL353194.1
0.018	POLR3F
0.018	OSER1
0.018	KCNS1
0.018	AL031663.3
0.018	AL031666.2
0.018	MTRNR2L3
0.018	AL357033.3
0.018	EFNA2
0.018	LRG1
0.018	AC018761.4
0.018	AC020917.2
0.018	AC073534.2
0.018	C19orf12
0.018	PROSER3
0.018	AC002398.1
0.018	ZNF781
0.018	CCDC9
0.018	SIGLEC8
0.018	AC005261.2
0.018	YDJC
0.018	AP000356.2
0.018	AL008638.3
0.018	LINC01666
0.018	LINC01426
0.017	SLC35E2B
0.017	ERRFI1
0.017	SLC25A33
0.017	AL109811.2
0.017	NECAP2
0.017	MED18
0.017	TMEM234
0.017	SH3D21
0.017	AL606760.2
0.017	IL23R
0.017	AC135803.1
0.017	AC245297.2
0.017	LCE5A
0.017	PGLYRP4
0.017	AL590723.1
0.017	PDC
0.017	MAP10
0.017	GPN1
0.017	SLC3A1
0.017	AC009501.1
0.017	TTC31
0.017	ARL5A
0.017	AC078883.3
0.017	MYO1B
0.017	KIAA2012
0.017	CTLA4
0.017	IDH1-AS1
0.017	TMEM169
0.017	PLCD4
0.017	SRGAP3-AS4
0.017	AC112220.3
0.017	SEMA3B
0.017	KCTD6
0.017	AC107204.1
0.017	TRMT10C
0.017	EAF2
0.017	LINC02014
0.017	NPHP3-AS1
0.017	SLC35G2
0.017	ATP1B3-AS1
0.017	AC117394.2
0.017	AC090425.2
0.017	AC107294.3
0.017	FGFR3
0.017	SMIM20
0.017	GAB1
0.017	AC095055.1
0.017	AC022113.2
0.017	MAST4-AS1
0.017	AC010280.2
0.017	ANKRD31
0.017	SNX2
0.017	PPIC
0.017	CATSPER3
0.017	PCDHGC3
0.017	CNOT8
0.017	TBC1D7
0.017	AL008729.2
0.017	ZKSCAN4
0.017	ZKSCAN3
0.017	LINC01149
0.017	SAPCD1
0.017	PEX6
0.017	RSPH9
0.017	AL034374.1
0.017	GABRR2
0.017	AL133338.1
0.017	NT5DC1
0.017	GVQW2
0.017	PACRG
0.017	PDE10A
0.017	AL354892.1
0.017	AC073957.2
0.017	AC004895.1
0.017	TSPAN13
0.017	HOXA11-AS
0.017	ZNF713
0.017	AGFG2
0.017	LINC01004
0.017	CALD1
0.017	CSF2RA
0.017	CLCN4
0.017	CASK
0.017	AMER1
0.017	FOXO4
0.017	BEX1
0.017	AL606763.1
0.017	NXT2
0.017	IL13RA1
0.017	NKRF
0.017	AC104964.1
0.017	FAM167A
0.017	MTUS1
0.017	SGK3
0.017	RDH10
0.017	NCALD
0.017	ENY2
0.017	TMEM65
0.017	IQANK1
0.017	AC084125.4
0.017	AL354733.3
0.017	HABP4
0.017	HSDL2
0.017	DPM2
0.017	CYSRT1
0.017	TNNT3
0.017	PRG2
0.017	EML3
0.017	CLCF1
0.017	NDUFS8
0.017	AP003071.5
0.017	AP000487.1
0.017	TSKU
0.017	CREBZF
0.017	HIKESHI
0.017	SLC37A2
0.017	EGR2
0.017	SNCG
0.017	ACTA2-AS1
0.017	SORBS1
0.017	MRPL43
0.017	AL158163.2
0.017	NANOS1
0.017	LHPP
0.017	COL2A1
0.017	HOXC9
0.017	AC025165.4
0.017	KCNMB4
0.017	MPHOSPH9
0.017	SACS
0.017	FLT3
0.017	POMP
0.017	CYSLTR2
0.017	PCDH17
0.017	SLITRK5
0.017	AL355075.3
0.017	ZNF219
0.017	AL135744.1
0.017	REC8
0.017	DHRS1
0.017	MIPOL1
0.017	AL359397.2
0.017	LINC00640
0.017	AL161804.1
0.017	AL133153.2
0.017	TMEM251
0.017	AC087473.1
0.017	INAFM2
0.017	NDUFAF1
0.017	LCMT2
0.017	AC084757.3
0.017	AC022087.1
0.017	PIGBOS1
0.017	SPESP1
0.017	DRAIC
0.017	AC048382.1
0.017	AC021739.5
0.017	CRTC3-AS1
0.017	HDDC3
0.017	AC026458.2
0.017	TEKT5
0.017	CIITA
0.017	SLC5A11
0.017	AC138894.1
0.017	AC002310.2
0.017	NRN1L
0.017	AC009060.1
0.017	MC1R
0.017	CCDC42
0.017	AC005703.4
0.017	AC005324.3
0.017	NT5M
0.017	MLX
0.017	ATXN7L3
0.017	PPM1D
0.017	SNHG25
0.017	SECTM1
0.017	RAB40B
0.017	LINC00470
0.017	AP005482.1
0.017	AC011815.1
0.017	MYO5B
0.017	SIRPG-AS1
0.017	AL110115.2
0.017	SYS1-DBNDD2
0.017	OGFR-AS1
0.017	AC012615.5
0.017	MAP2K2
0.017	AC022517.1
0.017	FCER2
0.017	CTXN1
0.017	ICAM4
0.017	ZNF625-ZNF20
0.017	AC008758.6
0.017	WDR83OS
0.017	WTIP
0.017	LGALS4
0.017	AC011455.1
0.017	C19orf54
0.017	RELB
0.017	BLOC1S3
0.017	AC092301.1
0.017	FOXA3
0.017	PTGIR
0.017	FUT2
0.017	FUT1
0.017	AC008655.2
0.017	AC012313.6
0.017	RTN4R
0.017	PRR34
0.017	SOD1
0.017	PAXBP1-AS1
0.017	CBR1
0.017	AP000688.2
0.017	AL592183.1
0.016	MEGF6
0.016	AL031432.5
0.016	KHDRBS1
0.016	AC098484.2
0.016	HHLA3
0.016	ST6GALNAC3
0.016	AL078459.1
0.016	KYAT3
0.016	ALX3
0.016	AL451085.2
0.016	TRIM46
0.016	AL645568.1
0.016	KIAA0040
0.016	LEMD1
0.016	CHRM3
0.016	OR2AK2
0.016	CDKL4
0.016	AC012358.3
0.016	SLC1A4
0.016	C2orf81
0.016	ANKRD20A8P
0.016	AC009237.14
0.016	AC159540.2
0.016	C2orf15
0.016	MAP4K4
0.016	AC012442.1
0.016	MAP3K20-AS1
0.016	AC010894.4
0.016	MPP4
0.016	TMEM198
0.016	SAG
0.016	BOK
0.016	AC093642.1
0.016	AC034195.1
0.016	AC090948.2
0.016	ZNF502
0.016	CLEC3B
0.016	NME6
0.016	CACNA2D2
0.016	H1FX-AS1
0.016	AC022296.3
0.016	PLOD2
0.016	TPRG1
0.016	RNF212
0.016	PPP2R2C
0.016	FAM114A1
0.016	BEND4
0.016	YIPF7
0.016	AC019131.2
0.016	PPA2
0.016	SGMS2
0.016	AMACR
0.016	ARL15
0.016	SMIM15-AS1
0.016	LINC01949
0.016	LINC00461
0.016	ST8SIA4
0.016	GDF9
0.016	C5orf66
0.016	PFDN1
0.016	HMHB1
0.016	IL17B
0.016	TPMT
0.016	CASC15
0.016	AL021807.1
0.016	ZSCAN16-AS1
0.016	TRIM39-RPP21
0.016	DDR1
0.016	Z97832.2
0.016	LRRC1
0.016	AL365226.1
0.016	LINC00271
0.016	NHSL1
0.016	AL031772.1
0.016	ELFN1
0.016	AC005165.1
0.016	TRGV8
0.016	AC104073.4
0.016	SPDYE16
0.016	GNG11
0.016	MBLAC1
0.016	ZNHIT1
0.016	SPDYE6
0.016	KMT2E
0.016	DENND2A
0.016	AC093673.1
0.016	DHRSX
0.016	MID1
0.016	AC079171.1
0.016	CACNA1F
0.016	SHROOM4
0.016	FAM155B
0.016	ZCCHC18
0.016	BX546450.2
0.016	RNF122
0.016	AC138356.1
0.016	AC087362.1
0.016	XKR9
0.016	ADGRB1
0.016	SPATA6L
0.016	JAK2
0.016	DMRTA1
0.016	SPINK4
0.016	SLC25A51
0.016	PTAR1
0.016	ABHD17B
0.016	GOLM1
0.016	WHRN
0.016	HMGA1P4
0.016	HMCN2
0.016	GFI1B
0.016	AC136475.7
0.016	OR2D3
0.016	LGR4
0.016	BTBD18
0.016	CYB561A3
0.016	RCOR2
0.016	AP003774.4
0.016	TM7SF2
0.016	KLHL35
0.016	SMCO4
0.016	FDX1
0.016	AP003170.4
0.016	NRP1
0.016	AL133216.1
0.016	MSMB
0.016	AL158212.2
0.016	AL390763.2
0.016	SLC6A13
0.016	RASSF8-AS1
0.016	OVCH1-AS1
0.016	LINC02354
0.016	AC121338.1
0.016	AC023794.3
0.016	AC023794.7
0.016	AC011611.3
0.016	TXNRD1
0.016	TESC-AS1
0.016	AC069234.4
0.016	LINC00944
0.016	AL138820.1
0.016	LINC02334
0.016	BIVM
0.016	F7
0.016	TRAJ49
0.016	MYH7
0.016	TIMM9
0.016	TMEM30B
0.016	HIF1A-AS1
0.016	PLEKHD1
0.016	ADAM21
0.016	RIOX1
0.016	AC005520.5
0.016	GSC
0.016	AC113146.1
0.016	FSIP1
0.016	FBN1
0.016	AC025040.1
0.016	AC027237.3
0.016	LINC02259
0.016	AC090607.1
