cor	gene	rank
0.021	PIK3CG	8128
0.021	AC007938.2	8129
0.021	FAM9B	8130
0.021	ZNF182	8131
0.021	MAGEH1	8132
0.021	IL2RG	8133
0.021	KCNE5	8134
0.021	CUL4B	8135
0.021	IKBKG	8136
0.021	ZNF596	8137
0.021	C8orf48	8138
0.021	FGL1	8139
0.021	PNMA2	8140
0.021	TRIM35	8141
0.021	LYN	8142
0.021	GASAL1	8143
0.021	CTHRC1	8144
0.021	CNTNAP3	8145
0.021	TRPM6	8146
0.021	SYK	8147
0.021	HABP4	8148
0.021	TMEM245	8149
0.021	TOR1B	8150
0.021	TEAD1	8151
0.021	OR4D10	8152
0.021	NADSYN1	8153
0.021	ANKRD42	8154
0.021	PIWIL4	8155
0.021	JHY	8156
0.021	C11orf45	8157
0.021	ZNF503-AS2	8158
0.021	LINC00858	8159
0.021	ARMH3	8160
0.021	AC022364.1	8161
0.021	MUCL1	8162
0.021	ZC3H10	8163
0.021	AC079907.1	8164
0.021	LINC00384	8165
0.021	B3GLCT	8166
0.021	TRAJ37	8167
0.021	NRL	8168
0.021	AL139099.1	8169
0.021	FBXO34	8170
0.021	SLC38A6	8171
0.021	ZFP36L1	8172
0.021	ALDH6A1	8173
0.021	IGHM	8174
0.021	NUSAP1	8175
0.021	RTF1	8176
0.021	HYPK	8177
0.021	GLDN	8178
0.021	POLR2M	8179
0.021	AQP9	8180
0.021	SNX22	8181
0.021	DRAIC	8182
0.021	AC009065.4	8183
0.021	ZNF213-AS1	8184
0.021	CORO7	8185
0.021	BFAR	8186
0.021	MYH11	8187
0.021	AC106739.2	8188
0.021	AC093512.1	8189
0.021	AC135050.2	8190
0.021	ZNF843	8191
0.021	GABARAPL2	8192
0.021	CBFA2T3	8193
0.021	SLC47A1	8194
0.021	AC040934.1	8195
0.021	HOXB3	8196
0.021	AC091180.2	8197
0.021	SAMD14	8198
0.021	TRAPPC8	8199
0.021	LINC00907	8200
0.021	DYM	8201
0.021	AL136531.2	8202
0.021	LINC01433	8203
0.021	SNAP25-AS1	8204
0.021	LINC01260	8205
0.021	EBI3	8206
0.021	MUC16	8207
0.021	ZNF700	8208
0.021	AC010422.3	8209
0.021	C19orf57	8210
0.021	ZNF492	8211
0.021	ZNF573	8212
0.021	CLC	8213
0.021	PINLYP	8214
0.021	KPTN	8215
0.021	RPL13A	8216
0.021	LRRC4B	8217
0.021	SIGLEC9	8218
0.021	AC008750.1	8219
0.021	AP000345.2	8220
0.021	CR381653.1	8221
0.021	LCA5L	8222
0.021	SH3BGR	8223
0.02	MATN1-AS1	8224
0.02	ZMYM1	8225
0.02	SAMD13	8226
0.02	LRRC39	8227
0.02	AL121985.1	8228
0.02	AL451074.2	8229
0.02	LINC01703	8230
0.02	ADSS	8231
0.02	CDKL4	8232
0.02	AC073263.2	8233
0.02	ELMOD3	8234
0.02	LIPT1	8235
0.02	AC011997.1	8236
0.02	UBE2F-SCLY	8237
0.02	ZNF385D	8238
0.02	ACOX2	8239
0.02	MITF	8240
0.02	NEK11	8241
0.02	CCNI	8242
0.02	AC126283.1	8243
0.02	SEC24D	8244
0.02	SLC7A11	8245
0.02	ISL1	8246
0.02	CKMT2-AS1	8247
0.02	FAM174A	8248
0.02	EFNA5	8249
0.02	KCNN2	8250
0.02	IL3	8251
0.02	MYOT	8252
0.02	RNF44	8253
0.02	GPRIN1	8254
0.02	ECI2	8255
0.02	ZKSCAN8	8256
0.02	BTBD9	8257
0.02	FBXO9	8258
0.02	FKBP1C	8259
0.02	AKAP7	8260
0.02	AL078590.3	8261
0.02	ALDH8A1	8262
0.02	SUN1	8263
0.02	LINC01176	8264
0.02	TRGV9	8265
0.02	RALA	8266
0.02	CAMK2B	8267
0.02	KCP	8268
0.02	ZBTB33	8269
0.02	AC145124.1	8270
0.02	AC084024.3	8271
0.02	YWHAZ	8272
0.02	ANKRD18A	8273
0.02	TSTD2	8274
0.02	TEX48	8275
0.02	SIRT3	8276
0.02	AC022762.2	8277
0.02	LUZP2	8278
0.02	FAM86C1	8279
0.02	XRRA1	8280
0.02	AP000766.1	8281
0.02	DRGX	8282
0.02	KDM5A	8283
0.02	C1RL-AS1	8284
0.02	AC092490.1	8285
0.02	LINC01252	8286
0.02	C12orf60	8287
0.02	SLC2A13	8288
0.02	ASIC1	8289
0.02	ZNF385A	8290
0.02	AC011611.3	8291
0.02	NR2C1	8292
0.02	IFT88	8293
0.02	PDS5B	8294
0.02	ENOX1	8295
0.02	AL136295.5	8296
0.02	COCH	8297
0.02	AL121594.1	8298
0.02	AC004846.1	8299
0.02	GSKIP	8300
0.02	AL163051.1	8301
0.02	SLC25A29	8302
0.02	AC012651.1	8303
0.02	SPG11	8304
0.02	DTWD1	8305
0.02	AC091167.7	8306
0.02	NR2F2	8307
0.02	WFIKKN1	8308
0.02	CLDN9	8309
0.02	AC135012.3	8310
0.02	GP1BA	8311
0.02	ZFP3	8312
0.02	BCL6B	8313
0.02	MPRIP	8314
0.02	PGAP3	8315
0.02	CR936218.1	8316
0.02	SPOP	8317
0.02	CACNA1G-AS1	8318
0.02	AC007114.1	8319
0.02	SEPT4	8320
0.02	PIK3C3	8321
0.02	KAT14	8322
0.02	AL110115.2	8323
0.02	BCAS1	8324
0.02	BX640514.2	8325
0.02	AC012615.2	8326
0.02	AC005786.3	8327
0.02	ZNF490	8328
0.02	AC008764.4	8329
0.02	ZNF429	8330
0.02	ZNF567	8331
0.02	FAM98C	8332
0.02	PPM1N	8333
0.02	SPHK2	8334
0.02	ALDH16A1	8335
0.02	ZNF28	8336
0.02	ZNF582	8337
0.02	AC005261.3	8338
0.02	ZSCAN18	8339
0.02	LINC01422	8340
0.02	MORC2	8341
0.02	C21orf91-OT1	8342
0.02	IL10RB-DT	8343
0.019	TMEM52	8344
0.019	HMGCL	8345
0.019	STPG1	8346
0.019	PUM1	8347
0.019	STK40	8348
0.019	IPP	8349
0.019	YIPF1	8350
0.019	MIR4422HG	8351
0.019	MIGA1	8352
0.019	DBT	8353
0.019	AL590133.1	8354
0.019	ANXA9	8355
0.019	BX470102.1	8356
0.019	AL138899.1	8357
0.019	SOAT1	8358
0.019	AL390957.1	8359
0.019	NAV1	8360
0.019	DYRK3	8361
0.019	ZNF678	8362
0.019	AL121990.1	8363
0.019	PUM2	8364
0.019	NCOA1	8365
0.019	SLC35F6	8366
0.019	STRN	8367
0.019	ST3GAL5-AS1	8368
0.019	ACOXL	8369
0.019	AC009948.1	8370
0.019	USP40	8371
0.019	ACY1	8372
0.019	GRAMD1C	8373
0.019	B4GALT4	8374
0.019	MSL2	8375
0.019	AC106707.1	8376
0.019	TP63	8377
0.019	STIM2	8378
0.019	ATP10D	8379
0.019	UGT8	8380
0.019	AC108866.1	8381
0.019	KIAA1109	8382
0.019	OTULIN	8383
0.019	AC008914.1	8384
0.019	AC092343.1	8385
0.019	AC010245.2	8386
0.019	CATSPER3	8387
0.019	AC091982.3	8388
0.019	ERGIC1	8389
0.019	FAM153C	8390
0.019	AL049543.1	8391
0.019	HCG17	8392
0.019	TAF8	8393
0.019	AC019205.1	8394
0.019	SNX14	8395
0.019	C6orf163	8396
0.019	PNISR	8397
0.019	CD24	8398
0.019	OLIG3	8399
0.019	PPP1R14C	8400
0.019	CYTH3	8401
0.019	UBE2D4	8402
0.019	AC007032.1	8403
0.019	MDFIC	8404
0.019	MKLN1	8405
0.019	ZXDA	8406
0.019	LPAR4	8407
0.019	TNFRSF10A	8408
0.019	ADAM32	8409
0.019	TMEM68	8410
0.019	YTHDF3-AS1	8411
0.019	VXN	8412
0.019	SNX16	8413
0.019	AC027031.2	8414
0.019	CD274	8415
0.019	ZDHHC21	8416
0.019	FOCAD	8417
0.019	AL590399.1	8418
0.019	PAPPA-AS1	8419
0.019	HMGA1P4	8420
0.019	AL592211.1	8421
0.019	FANCF	8422
0.019	FADS3	8423
0.019	DPF2	8424
0.019	AP001831.1	8425
0.019	RBM7	8426
0.019	GLB1L3	8427
0.019	CCDC3	8428
0.019	FAM149B1	8429
0.019	TBC1D12	8430
0.019	CUZD1	8431
0.019	SYCE1	8432
0.019	WBP11	8433
0.019	CYP27B1	8434
0.019	AC025257.1	8435
0.019	GNPTAB	8436
0.019	ZMYM5	8437
0.019	RNASEH2B-AS1	8438
0.019	GPR18	8439
0.019	SEC23A	8440
0.019	GCH1	8441
0.019	AL359220.1	8442
0.019	SYNJ2BP-COX16	8443
0.019	GPATCH2L	8444
0.019	SYNE3	8445
0.019	AC092755.2	8446
0.019	SLX4	8447
0.019	AC138811.1	8448
0.019	IL21R	8449
0.019	MAPK3	8450
0.019	AC002310.2	8451
0.019	TP53TG3D	8452
0.019	AC092718.3	8453
0.019	CYB5D2	8454
0.019	PIMREG	8455
0.019	USP43	8456
0.019	SLC32A1	8457
0.019	PLTP	8458
0.019	NFATC2	8459
0.019	OSBPL2	8460
0.019	FZR1	8461
0.019	RPL36	8462
0.019	AC024592.3	8463
0.019	AC008770.1	8464
0.019	ZSWIM4	8465
0.019	FKBP8	8466
0.019	LINC00663	8467
0.019	AC007773.1	8468
0.019	APLP1	8469
0.019	ZNF260	8470
0.019	NECTIN2	8471
0.019	ZNF320	8472
0.019	ZNF776	8473
0.019	GALR3	8474
0.019	ALG12	8475
0.019	DSCR9	8476
0.019	ITGB2	8477
0.018	TPRG1L	8478
0.018	PRDM2	8479
0.018	GRHL3	8480
0.018	SYF2	8481
0.018	TMEM50A	8482
0.018	AL020996.1	8483
0.018	AL354919.1	8484
0.018	FAM229A	8485
0.018	MKNK1	8486
0.018	LINC01135	8487
0.018	USP33	8488
0.018	TMED5	8489
0.018	LINC00623	8490
0.018	METTL13	8491
0.018	FBXO28	8492
0.018	EGLN1	8493
0.018	AL391832.2	8494
0.018	SLC8A1-AS1	8495
0.018	SLC8A1	8496
0.018	PLEKHH2	8497
0.018	AFTPH	8498
0.018	LINC01873	8499
0.018	AC007878.1	8500
0.018	RETSAT	8501
0.018	PROM2	8502
0.018	ACTR1B	8503
0.018	CHCHD5	8504
0.018	SPC25	8505
0.018	KLHL23	8506
0.018	AC007405.3	8507
0.018	TTC30B	8508
0.018	STK25	8509
0.018	SETMAR	8510
0.018	OXNAD1	8511
0.018	TMPPE	8512
0.018	RPL24	8513
0.018	MBD4	8514
0.018	LINC02067	8515
0.018	CCDC50	8516
0.018	SLC51A	8517
0.018	TEC	8518
0.018	ELMOD2	8519
0.018	ZDHHC11	8520
0.018	AC113404.1	8521
0.018	ZBED3-AS1	8522
0.018	TSLP	8523
0.018	MATR3	8524
0.018	ECSCR	8525
0.018	PURA	8526
0.018	B4GALT7	8527
0.018	PRPF4B	8528
0.018	CD83	8529
0.018	RNF144B	8530
0.018	MDC1	8531
0.018	AC104129.1	8532
0.018	ELMO1	8533
0.018	URGCP	8534
0.018	GPC2	8535
0.018	TRBJ2-3	8536
0.018	SHH	8537
0.018	SNX12	8538
0.018	LONRF3	8539
0.018	PNMA6A	8540
0.018	AC087623.4	8541
0.018	IL7	8542
0.018	AC022973.2	8543
0.018	NR4A3	8544
0.018	GPSM1	8545
0.018	ARRDC1-AS1	8546
0.018	BET1L	8547
0.018	EHF	8548
0.018	CDC42EP2	8549
0.018	AP001107.2	8550
0.018	AP003086.1	8551
0.018	DYNC2H1	8552
0.018	AL513303.1	8553
0.018	AL390294.1	8554
0.018	AL390961.2	8555
0.018	FZD8	8556
0.018	AC021028.1	8557
0.018	LCOR	8558
0.018	TCF7L2	8559
0.018	NANOS1	8560
0.018	COPS7A	8561
0.018	CELA1	8562
0.018	GDF11	8563
0.018	B4GALNT1	8564
0.018	TBC1D30	8565
0.018	LINC02421	8566
0.018	DUSP6	8567
0.018	C12orf42	8568
0.018	TMEM119	8569
0.018	ULK1	8570
0.018	CDKL1	8571
0.018	PPP4R3A	8572
0.018	AC091045.1	8573
0.018	TMEM87A	8574
0.018	UBR1	8575
0.018	ALDH1A2	8576
0.018	FOXB1	8577
0.018	TMEM202-AS1	8578
0.018	MPG	8579
0.018	ZNF75A	8580
0.018	LYRM1	8581
0.018	AC120114.3	8582
0.018	CD2BP2	8583
0.018	AC004158.1	8584
0.018	CAMTA2	8585
0.018	AC005224.4	8586
0.018	PLXDC1	8587
0.018	GHDC	8588
0.018	MAPT	8589
0.018	ABCA10	8590
0.018	LINC02081	8591
0.018	EBF4	8592
0.018	TMEM230	8593
0.018	CRNKL1	8594
0.018	APMAP	8595
0.018	MMP9	8596
0.018	COL9A3	8597
0.018	SH3GL1	8598
0.018	TNFSF9	8599
0.018	FCER2	8600
0.018	AC114271.1	8601
0.018	RAB3A	8602
0.018	SCGB1B2P	8603
0.018	LGI4	8604
0.018	NAPSA	8605
0.018	TMEM86B	8606
0.018	ZNF835	8607
0.018	ZNF264	8608
0.018	ZNF805	8609
0.018	AC012313.1	8610
0.018	AL096701.3	8611
0.018	CDPF1	8612
0.018	AL022328.1	8613
0.018	GABPA	8614
0.018	SPATC1L	8615
0.017	KLHL17	8616
0.017	SLC45A1	8617
0.017	CTRC	8618
0.017	AHDC1	8619
0.017	FOXJ3	8620
0.017	SZT2	8621
0.017	KDM4A	8622
0.017	PODN	8623
0.017	KIAA1324	8624
0.017	VPS45	8625
0.017	RGS5.1	8626
0.017	PPP2R5A	8627
0.017	AL391832.1	8628
0.017	PTRHD1	8629
0.017	FBXO11	8630
0.017	PAIP2B	8631
0.017	TMEM127	8632
0.017	AC012447.1	8633
0.017	AC013264.1	8634
0.017	KCTD18	8635
0.017	MDH1B	8636
0.017	LINC01963	8637
0.017	COL4A4	8638
0.017	PTMA	8639
0.017	OXTR	8640
0.017	FGD5-AS1	8641
0.017	VILL	8642
0.017	TCAIM	8643
0.017	LZTFL1	8644
0.017	U73166.1	8645
0.017	SUCLG2	8646
0.017	EBLN2	8647
0.017	USF3	8648
0.017	POPDC2	8649
0.017	PPP2R3A	8650
0.017	HPS3	8651
0.017	MYNN	8652
0.017	FAM200B	8653
0.017	RBPJ	8654
0.017	AC104078.1	8655
0.017	CFI	8656
0.017	AC096711.3	8657
0.017	NKD2	8658
0.017	TRIM23	8659
0.017	AC026774.1	8660
0.017	DMGDH	8661
0.017	AC010226.1	8662
0.017	FAM153A	8663
0.017	PXDC1	8664
0.017	TRIM26	8665
0.017	OOEP	8666
0.017	ZBTB24	8667
0.017	GLCCI1	8668
0.017	SLC25A13	8669
0.017	LRGUK	8670
0.017	UBN2	8671
0.017	DENND2A	8672
0.017	AC009403.1	8673
0.017	OFD1	8674
0.017	AF196972.1	8675
0.017	SMIM10L2A	8676
0.017	MAMLD1	8677
0.017	AC244090.1	8678
0.017	SPRY3	8679
0.017	ERICH1	8680
0.017	AC068389.4	8681
0.017	C8orf44	8682
0.017	INTS8	8683
0.017	AC104958.1	8684
0.017	LURAP1L	8685
0.017	AQP7	8686
0.017	SHB	8687
0.017	C9orf153	8688
0.017	RC3H2	8689
0.017	NR6A1	8690
0.017	ZNF79	8691
0.017	RBM4	8692
0.017	AP001273.2	8693
0.017	CBL	8694
0.017	AL158210.1	8695
0.017	AL358790.1	8696
0.017	FAM45A	8697
0.017	PWWP2B	8698
0.017	AC046130.2	8699
0.017	ATP2B1	8700
0.017	DRAM1	8701
0.017	CKAP4	8702
0.017	ATP12A	8703
0.017	LINC00426	8704
0.017	PROSER1	8705
0.017	ATP11A-AS1	8706
0.017	REM2	8707
0.017	LTB4R	8708
0.017	JKAMP	8709
0.017	AL122035.1	8710
0.017	TTC9	8711
0.017	RPS6KL1	8712
0.017	ERG28	8713
0.017	GOLGA8J	8714
0.017	DNAJC17	8715
0.017	AC084757.4	8716
0.017	AAGAB	8717
0.017	HMG20A	8718
0.017	PDE8A	8719
0.017	SEMA4B	8720
0.017	TTLL13P	8721
0.017	AC093525.3	8722
0.017	TNFRSF12A	8723
0.017	CORO7-PAM16	8724
0.017	AC008915.2	8725
0.017	AC120114.5	8726
0.017	AC012645.3	8727
0.017	ITGAL	8728
0.017	ZNF785	8729
0.017	KAT8	8730
0.017	PHKB	8731
0.017	DOK4	8732
0.017	AC005324.4	8733
0.017	LRRC75A	8734
0.017	ULK2	8735
0.017	KCNJ12	8736
0.017	HEATR9	8737
0.017	CCL5	8738
0.017	PCGF2	8739
0.017	AC060780.1	8740
0.017	ITGB4	8741
0.017	DNAH17	8742
0.017	AP005329.2	8743
0.017	MALT1	8744
0.017	AC036176.1	8745
0.017	ZADH2	8746
0.017	GDAP1L1	8747
0.017	SLC9A8	8748
0.017	SPATA2	8749
0.017	TMEM189	8750
0.017	AC016588.2	8751
0.017	ZNF443	8752
0.017	ZNF709	8753
0.017	CERS1	8754
0.017	ZNF792	8755
0.017	PROSER3	8756
0.017	ZNF585B	8757
0.017	KCNN4	8758
0.017	ZNF226	8759
0.017	SLC6A16	8760
0.017	ZNF468	8761
0.017	AC010487.2	8762
0.017	ZNF17	8763
0.017	ZIK1	8764
0.017	ZNF329	8765
0.017	RIMBP3B	8766
0.017	IGLV5-52	8767
0.017	BRD1	8768
0.017	PRDM15	8769
0.017	CBS	8770
0.016	SDF4	8771
0.016	DVL1	8772
0.016	FOXD2	8773
0.016	DEPDC1	8774
0.016	PTGER3	8775
0.016	ZRANB2-AS1	8776
0.016	CTBS	8777
0.016	ALG14	8778
0.016	AL355488.1	8779
0.016	LINC01762	8780
0.016	AC246785.3	8781
0.016	PLEKHO1	8782
0.016	S100A13	8783
0.016	SHC1	8784
0.016	NECTIN4	8785
0.016	RNPEP	8786
0.016	TGFB2	8787
0.016	AL355472.1	8788
0.016	KIF3C	8789
0.016	PPM1B	8790
0.016	AC015971.1	8791
0.016	CREG2	8792
0.016	MGAT5	8793
0.016	LY75-CD302	8794
0.016	ALS2	8795
0.016	STK16	8796
0.016	SERPINE2	8797
0.016	EPM2AIP1	8798
0.016	RYBP	8799
0.016	LINC01215	8800
0.016	LINC02014	8801
0.016	GOLIM4	8802
0.016	DGKG	8803
0.016	FGFBP2	8804
0.016	CXCL5	8805
0.016	BANK1	8806
0.016	LINC00498	8807
0.016	TLL1	8808
0.016	SNX25	8809
0.016	MYO10	8810
0.016	MRPS30-DT	8811
0.016	SLCO4C1	8812
0.016	PGGT1B	8813
0.016	AC131025.1	8814
0.016	FBXW11	8815
0.016	HFE	8816
0.016	ZSCAN9	8817
0.016	PPP1R11	8818
0.016	AL662899.2	8819
0.016	SMIM29	8820
0.016	PPARD	8821
0.016	AL365232.1	8822
0.016	MYO6	8823
0.016	CFAP206	8824
0.016	PREP	8825
0.016	HINT3	8826
0.016	FNDC1	8827
0.016	AMZ1	8828
0.016	IGF2BP3	8829
0.016	AC005537.1	8830
0.016	IGFBP3	8831
0.016	GTF2IRD1	8832
0.016	STEAP1	8833
0.016	DUS4L	8834
0.016	LRRC4	8835
0.016	AC008264.2	8836
0.016	ADCK2	8837
0.016	WEE2-AS1	8838
0.016	TRBV5-3	8839
0.016	ZNF783	8840
0.016	BCLAF3	8841
0.016	RTL5	8842
0.016	CHIC1	8843
0.016	IDH3G	8844
0.016	ZNF703	8845
0.016	ARFGEF1	8846
0.016	LY96	8847
0.016	PRUNE2	8848
0.016	ABCA2	8849
0.016	CD151	8850
0.016	AC026250.1	8851
0.016	SLC1A2	8852
0.016	AP000781.1	8853
0.016	SDHAF2	8854
0.016	HNRNPUL2	8855
0.016	AP003419.2	8856
0.016	KCTD14	8857
0.016	PCF11-AS1	8858
0.016	AP002884.4	8859
0.016	TECTA	8860
0.016	AC067747.1	8861
0.016	FUT11	8862
0.016	AL391684.1	8863
0.016	CASC2	8864
0.016	HMX3	8865
0.016	AL158835.1	8866
0.016	FANK1	8867
0.016	PHC1	8868
0.016	KRT8	8869
0.016	PFDN5	8870
0.016	ATF7	8871
0.016	SPRYD4	8872
0.016	AC137834.2	8873
0.016	DTX3	8874
0.016	CAND1	8875
0.016	AC024909.2	8876
0.016	RAD9B	8877
0.016	SPART-AS1	8878
0.016	AL138963.3	8879
0.016	DHRS12	8880
0.016	TDRD3	8881
0.016	AL137246.2	8882
0.016	ZFHX2	8883
0.016	CIDEB	8884
0.016	PSEN1	8885
0.016	ZBTB42	8886
0.016	AC091057.4	8887
0.016	PGBD4	8888
0.016	AC090970.2	8889
0.016	ARPP19	8890
0.016	PARP16	8891
0.016	ARIH1	8892
0.016	FLYWCH1	8893
0.016	NAA60	8894
0.016	ABAT	8895
0.016	NPIPA8	8896
0.016	SULT1A3	8897
0.016	ZFP1	8898
0.016	AC092376.2	8899
0.016	GSE1	8900
0.016	TRARG1	8901
0.016	INCA1	8902
0.016	ACAP1	8903
0.016	CDRT1	8904
0.016	FAM171A2	8905
0.016	HOXB4	8906
0.016	NME1-NME2	8907
0.016	LINC02073	8908
0.016	HSF5	8909
0.016	MIF4GD	8910
0.016	NOTUM	8911
0.016	LAMA3	8912
0.016	NCOA6	8913
0.016	ZFAS1	8914
0.016	UBE2V1	8915
0.016	CIRBP	8916
0.016	ZNF569	8917
0.016	ZNF571	8918
0.016	B9D2	8919
0.016	KDELR1	8920
0.016	SPIB	8921
0.016	ZNF813	8922
0.016	ZNF460-AS1	8923
0.016	AC020915.1	8924
0.016	ZNF837	8925
0.016	AC006547.2	8926
0.016	DDTL	8927
0.016	DMC1	8928
0.016	CBY1	8929
0.016	NUP50-DT	8930
0.016	MOV10L1	8931
0.015	FOXD2-AS1	8932
0.015	PARS2	8933
0.015	TTC22	8934
0.015	BTBD8	8935
0.015	AC234582.1	8936
0.015	AL590560.1	8937
0.015	ATP1B1	8938
0.015	NME7	8939
0.015	RGS16	8940
0.015	AL512306.3	8941
0.015	RBBP5	8942
0.015	ABCB10	8943
0.015	UCN	8944
0.015	SLC3A1	8945
0.015	SIX3	8946
0.015	ANXA4	8947
0.015	LIMS1	8948
0.015	NR4A2	8949
0.015	DPP4	8950
0.015	SCN2A	8951
0.015	DLX1	8952
0.015	C2orf66	8953
0.015	AC012507.1	8954
0.015	SPATA3-AS1	8955
0.015	DUSP28	8956
0.015	DALRD3	8957
0.015	LINC02021	8958
0.015	LRRC34	8959
0.015	HES1	8960
0.015	POLN	8961
0.015	ABLIM2	8962
0.015	ARAP2	8963
0.015	WDR19	8964
0.015	RASL11B	8965
0.015	WDFY3	8966
0.015	CAMK2D	8967
0.015	AC093752.2	8968
0.015	AC026412.3	8969
0.015	FBXO4	8970
0.015	PLAC8L1	8971
0.015	ZBED8	8972
0.015	AC008378.1	8973
0.015	GLO1	8974
0.015	GUCA1B	8975
0.015	PTK7	8976
0.015	ORC3	8977
0.015	GABRR2	8978
0.015	MCM9	8979
0.015	SMPDL3A	8980
0.015	RNF217	8981
0.015	FBXO5	8982
0.015	MAD1L1	8983
0.015	DNAH11	8984
0.015	TMEM243	8985
0.015	AC007566.1	8986
0.015	REPIN1	8987
0.015	PAXIP1-AS1	8988
0.015	CD99	8989
0.015	MIR222HG	8990
0.015	CACNA1F	8991
0.015	USP51	8992
0.015	AC009630.2	8993
0.015	RDH10	8994
0.015	AC009812.1	8995
0.015	C9orf66	8996
0.015	ERMP1	8997
0.015	PHF2	8998
0.015	FAM129B	8999
0.015	CYSRT1	9000
0.015	PIDD1	9001
0.015	TRIM66	9002
0.015	CEP295	9003
0.015	ANKRD49	9004
0.015	TTC12	9005
0.015	TTC36	9006
0.015	RPS25	9007
0.015	ST8SIA6-AS1	9008
0.015	AGAP4	9009
0.015	AGAP9	9010
0.015	ASAH2B	9011
0.015	MINPP1	9012
0.015	CD9	9013
0.015	FAM234B	9014
0.015	ST8SIA1	9015
0.015	AC087257.1	9016
0.015	AC009318.3	9017
0.015	MON2	9018
0.015	RASSF3	9019
0.015	AC011313.1	9020
0.015	RIC8B	9021
0.015	LINC00544	9022
0.015	SMAD9	9023
0.015	RBM26-AS1	9024
0.015	TMTC4	9025
0.015	CFL2	9026
0.015	RPS29	9027
0.015	AL133453.1	9028
0.015	ARID4A	9029
0.015	AF111167.2	9030
0.015	CCDC85C	9031
0.015	WDR25	9032
0.015	AC116158.1	9033
0.015	FAM81A	9034
0.015	HEXA	9035
0.015	AC068831.4	9036
0.015	Z69706.1	9037
0.015	NAGPA	9038
0.015	ARHGAP17	9039
0.015	MYLPF	9040
0.015	CKLF	9041
0.015	SLC9A5	9042
0.015	COG8	9043
0.015	AC099508.1	9044
0.015	CPNE7	9045
0.015	MNT	9046
0.015	AC135178.5	9047
0.015	VTN	9048
0.015	AP2B1	9049
0.015	NR1D1	9050
0.015	LLGL2	9051
0.015	AC132938.3	9052
0.015	C18orf21	9053
0.015	LINC01730	9054
0.015	NECAB3	9055
0.015	ZNF512B	9056
0.015	AC005523.2	9057
0.015	TICAM1	9058
0.015	PTPRS	9059
0.015	AC008763.1	9060
0.015	ZNF266	9061
0.015	ZNF136	9062
0.015	KLHL26	9063
0.015	LINC00665	9064
0.015	SIPA1L3	9065
0.015	FCGBP	9066
0.015	COQ8B	9067
0.015	BCL3	9068
0.015	ZNF175	9069
0.015	ZNF614	9070
0.015	ZNF549	9071
0.015	ZNF551	9072
0.015	RAB36	9073
0.015	NCF4	9074
0.015	TAB1	9075
0.015	TOB2	9076
0.015	CCDC134	9077
0.015	MAPK8IP2	9078
0.015	CXADR	9079
0.015	AP001469.3	9080
0.014	AGTRAP	9081
0.014	TMCO2	9082
0.014	AL139220.2	9083
0.014	ARMH1	9084
0.014	CC2D1B	9085
0.014	BCAR3	9086
0.014	ANKRD35	9087
0.014	THEM5	9088
0.014	DCAF8	9089
0.014	MIR29B2CHG	9090
0.014	RBM34	9091
0.014	KIF26B	9092
0.014	AL390728.6	9093
0.014	AC010969.2	9094
0.014	SMC6	9095
0.014	CLIP4	9096
0.014	SPAST	9097
0.014	AC007378.1	9098
0.014	GCC2-AS1	9099
0.014	UBE2E1	9100
0.014	GPD1L	9101
0.014	HYAL3	9102
0.014	DZIP3	9103
0.014	NCK1	9104
0.014	RNF7	9105
0.014	MBNL1-AS1	9106
0.014	FNDC3B	9107
0.014	PIK3CA	9108
0.014	EVC2	9109
0.014	AC124016.2	9110
0.014	KIF2A	9111
0.014	CCDC125	9112
0.014	MCTP1	9113
0.014	EPB41L4A	9114
0.014	PROB1	9115
0.014	DCTN4	9116
0.014	AC008443.5	9117
0.014	WRNIP1	9118
0.014	HIST1H3E	9119
0.014	STK19	9120
0.014	AL451165.2	9121
0.014	TBC1D22B	9122
0.014	KLHL31	9123
0.014	PDGFA	9124
0.014	ZDHHC4	9125
0.014	HOXA10	9126
0.014	PON3	9127
0.014	POLR2J2	9128
0.014	IRF5	9129
0.014	NRF1	9130
0.014	SLC37A3	9131
0.014	SCML2	9132
0.014	ABCB7	9133
0.014	BRWD3	9134
0.014	TCEAL9	9135
0.014	ZCCHC18	9136
0.014	CSAG2	9137
0.014	PLAT	9138
0.014	TLN1	9139
0.014	TMEM8B	9140
0.014	XPA	9141
0.014	ZNF189	9142
0.014	SLC2A6	9143
0.014	AP006623.1	9144
0.014	SPON1	9145
0.014	FAM111B	9146
0.014	MYRF	9147
0.014	FAM168A	9148
0.014	SIK3	9149
0.014	ARHGAP32	9150
0.014	NRBF2	9151
0.014	U47924.3	9152
0.014	PLEKHA5	9153
0.014	IPO8	9154
0.014	DDN	9155
0.014	PRPH	9156
0.014	NFE2	9157
0.014	TMEM19	9158
0.014	APAF1	9159
0.014	PRKAB1	9160
0.014	ORAI1	9161
0.014	MTUS2	9162
0.014	USPL1	9163
0.014	SLC25A15	9164
0.014	RAP2A	9165
0.014	STK24	9166
0.014	KIAA0391	9167
0.014	NRDE2	9168
0.014	LGMN	9169
0.014	CLMN	9170
0.014	SRP14-AS1	9171
0.014	AC010931.2	9172
0.014	ISL2	9173
0.014	CIB2	9174
0.014	SEC11A	9175
0.014	KIF7	9176
0.014	NPIPA5	9177
0.014	SDR42E1	9178
0.014	LRRC37A2	9179
0.014	SGSH	9180
