cor	gene
0.013	AL365203.2
0.013	DEPP1
0.013	ZFAND4
0.013	MAPK8
0.013	COMTD1
0.013	DHX32
0.013	AL157832.1
0.013	LRRC27
0.013	C1RL-AS1
0.013	TAS2R13
0.013	AC078778.1
0.013	AC034102.8
0.013	HSD17B6
0.013	ATP23
0.013	PAWR
0.013	HCFC2
0.013	FAM222A
0.013	AC027290.1
0.013	FLT3
0.013	MEDAG
0.013	RAP2A
0.013	RAB2B
0.013	BCL2L2
0.013	TXNDC16
0.013	EXOC5
0.013	LGMN
0.013	AL583722.2
0.013	SLC12A6
0.013	AC018362.1
0.013	DUOXA2
0.013	AC104035.1
0.013	CERS3
0.013	MSRB1
0.013	NAA60
0.013	COQ7
0.013	IRX5
0.013	ZFP1
0.013	AC092718.3
0.013	RAP1GAP2
0.013	RNF227
0.013	TOM1L2
0.013	AC015726.1
0.013	MYO18A
0.013	HSD17B1
0.013	NBR1
0.013	CR936218.1
0.013	MPO
0.013	TMC6
0.013	TEPSIN
0.013	NDC80
0.013	GATA6-AS1
0.013	RNF138
0.013	AC021224.1
0.013	LZTS3
0.013	AL049794.1
0.013	AC009005.1
0.013	AC011498.6
0.013	MAP2K7
0.013	LYL1
0.013	CACNA1A
0.013	PRKACA
0.013	AC020917.2
0.013	AC092329.1
0.013	AC073534.2
0.013	PLD3
0.013	CCDC114
0.013	GRIN2D
0.013	THAP7-AS1
0.013	RFPL3S
0.013	C22orf23
0.013	ICOSLG
0.013	LINC01547
0.012	AL669831.5
0.012	DISP3
0.012	MTHFR
0.012	FAM76A
0.012	ZMYM6
0.012	RLF
0.012	RWDD3
0.012	AMY1C
0.012	HIPK1
0.012	AC239799.2
0.012	C1orf61
0.012	AL590714.1
0.012	TNFSF4
0.012	AL359921.2
0.012	PXDN
0.012	LINC00276
0.012	TTC7A
0.012	AC017083.3
0.012	NCAPH
0.012	AC007405.3
0.012	OSGEPL1
0.012	TIGD1
0.012	AC024060.1
0.012	SETMAR
0.012	ARPC4
0.012	AC034198.2
0.012	ALS2CL
0.012	COL7A1
0.012	PHF7
0.012	DENND6A-DT
0.012	AC135507.1
0.012	PSMD6-AS1
0.012	ARHGAP31
0.012	LINC02035
0.012	AC079848.1
0.012	AC080013.6
0.012	IQCJ-SCHIP1
0.012	AC092919.1
0.012	ATP13A4
0.012	NRROS
0.012	LNX1
0.012	TSPAN5
0.012	FGF2
0.012	AC092343.1
0.012	AC112206.2
0.012	THBS4
0.012	AC034236.2
0.012	DMXL1
0.012	RAPGEF6
0.012	MALINC1
0.012	WDR55
0.012	AL357054.3
0.012	TUBB2B
0.012	ARMC12
0.012	AL355353.1
0.012	C6orf163
0.012	TSPYL4
0.012	TBC1D32
0.012	SOGA3
0.012	IFNGR1
0.012	TRGV9
0.012	POLM
0.012	SUMF2
0.012	AC099398.1
0.012	LINC01004
0.012	WASL
0.012	AC099552.1
0.012	TAB3
0.012	PRICKLE3
0.012	PJA1
0.012	GCNA
0.012	RTL3
0.012	RPA4
0.012	IL13RA1
0.012	SH2D1A
0.012	ZNF75D
0.012	FAM86B1
0.012	AC027702.1
0.012	SLCO5A1
0.012	STAU2-AS1
0.012	AC012213.3
0.012	AC012213.2
0.012	FAM49B
0.012	WISP1
0.012	FAM83H
0.012	CDC37L1-DT
0.012	LINC01410
0.012	AL158152.2
0.012	PSMD5
0.012	AL354710.2
0.012	AL592211.1
0.012	MAN1B1
0.012	ASCL2
0.012	INSC
0.012	SVIP
0.012	AP000446.1
0.012	CCDC89
0.012	FAM76B
0.012	IL18
0.012	SIAE
0.012	IPMK
0.012	AC092112.1
0.012	BCAT1
0.012	AC008035.1
0.012	AC073610.3
0.012	AC125611.3
0.012	ATF7
0.012	ORMDL2
0.012	AC025165.2
0.012	AC025165.5
0.012	ALDH1L2
0.012	PPTC7
0.012	AL136439.1
0.012	AKAP11
0.012	AL138963.3
0.012	LRRC63
0.012	DHRS12
0.012	LMO7-AS1
0.012	GGACT
0.012	AP1G2
0.012	INF2
0.012	PGBD4
0.012	AC022306.2
0.012	C15orf65
0.012	AC090515.2
0.012	IQCH
0.012	SIN3A
0.012	RAB40C
0.012	MPV17L
0.012	NPIPB5
0.012	AC009163.4
0.012	AC092142.1
0.012	KLHL36
0.012	AC092123.1
0.012	AC010538.1
0.012	AC087742.1
0.012	CHRNE
0.012	AC004771.5
0.012	AC004771.3
0.012	ZBTB4
0.012	PHF12
0.012	RHOT1
0.012	ASB16
0.012	AC004596.1
0.012	POLG2
0.012	HID1
0.012	AC017100.1
0.012	PHLPP1
0.012	BTBD3
0.012	ASXL1
0.012	BLCAP
0.012	KCNG1
0.012	ATP5F1E
0.012	ARFRP1
0.012	OPRL1
0.012	MARCH2
0.012	HOOK2
0.012	TMEM38A
0.012	SLC25A42
0.012	NCAN
0.012	DEDD2
0.012	ZNF225
0.012	ALDH16A1
0.012	ZNF888
0.012	ZNF671
0.012	AC012313.2
0.012	ZNF324B
0.012	LINC01637
0.012	AC245452.1
0.012	GGT5
0.012	RNF215
0.012	PDGFB
0.012	TBC1D22A-AS1
0.012	CPT1B
0.012	AP000223.1
0.012	AP000692.2
0.012	AP000704.1
0.011	FBLIM1
0.011	PNRC2
0.011	STK40
0.011	SLC2A1
0.011	SHISAL2A
0.011	WDR78
0.011	MIGA1
0.011	AMY2B
0.011	CHI3L2
0.011	AC245297.2
0.011	AL162431.2
0.011	NEK7
0.011	GPR25
0.011	CDK18
0.011	SLC45A3
0.011	HHAT
0.011	JMJD4
0.011	PGBD5
0.011	COX20
0.011	SLC4A5
0.011	AC092835.1
0.011	ACVR1C
0.011	LINC01806
0.011	AC017071.1
0.011	ZNF619
0.011	PRKAR2A-AS1
0.011	SLC38A3
0.011	PXK
0.011	AC074044.1
0.011	AC092910.3
0.011	TRH
0.011	NPHP3-ACAD11
0.011	LINC00886
0.011	AC112491.1
0.011	AC139887.2
0.011	FAM47E
0.011	AC004069.1
0.011	PRSS12
0.011	ANKRD50
0.011	GUCY1B1
0.011	AC099499.2
0.011	GOLPH3
0.011	AC008966.1
0.011	FCHO2
0.011	FOXD1
0.011	S100Z
0.011	CDO1
0.011	GRAMD2B
0.011	NDST1
0.011	CCNJL
0.011	FGF18
0.011	B4GALT7
0.011	AL645939.4
0.011	LSM2
0.011	AL513550.1
0.011	RTN4IP1
0.011	CEP57L1
0.011	FAM184A
0.011	PTPRK
0.011	AC027644.3
0.011	CLDN4
0.011	PCOLCE
0.011	SRPK2
0.011	AC090114.2
0.011	CASP2
0.011	GPM6B
0.011	ARAF
0.011	AF196972.1
0.011	RIBC1
0.011	SNX12
0.011	TAZ
0.011	AC037459.3
0.011	AC067930.1
0.011	DCTN3
0.011	ISCA1
0.011	GNG10
0.011	ASTN2
0.011	PTGS1
0.011	AL161908.1
0.011	PKN3
0.011	CACFD1
0.011	ANKRD13D
0.011	CD3G
0.011	AP001267.1
0.011	ACAD8
0.011	ARL5B
0.011	SIRT1
0.011	DNA2
0.011	CUZD1
0.011	AC125807.2
0.011	ACRBP
0.011	MUCL1
0.011	SLC35E3
0.011	ASCL1
0.011	AC026367.3
0.011	SIRT4
0.011	AL021546.1
0.011	KCNRG
0.011	RAB20
0.011	NIN
0.011	AL136038.3
0.011	AL161756.1
0.011	ACOT2
0.011	SAMD15
0.011	ADSSL1
0.011	PWAR6
0.011	AC123768.2
0.011	AC084757.2
0.011	POLR2M
0.011	HEXA
0.011	BCL2A1
0.011	AL031705.1
0.011	AC005606.1
0.011	AC130456.5
0.011	AC002550.2
0.011	AC008915.2
0.011	ARHGAP17
0.011	LINC01572
0.011	NUDT7
0.011	DOC2B
0.011	CAMTA2
0.011	TMEM88
0.011	GRAPL
0.011	AC087393.2
0.011	AC087294.1
0.011	AC010761.1
0.011	AC104982.1
0.011	HDAC5
0.011	LRRC46
0.011	AP000845.1
0.011	RIOK3
0.011	AC016205.1
0.011	MMP24OS
0.011	CIRBP-AS1
0.011	TINCR
0.011	ACER1
0.011	ZNF559-ZNF177
0.011	DAND5
0.011	ELL
0.011	CEBPA
0.011	CIC
0.011	LYPD5
0.011	KLC3
0.011	FBXO46
0.011	TMEM160
0.011	MED25
0.011	LENG8
0.011	GP6
0.011	ZNF773
0.011	ZNF587B
0.011	PPIL2
0.011	ZNRF3
0.011	HORMAD2
0.011	Z83844.2
0.011	SON
0.011	SIK1
0.01	PAQR7
0.01	NCDN
0.01	AL354864.1
0.01	LEXM
0.01	AC104506.1
0.01	AL109741.1
0.01	OVGP1
0.01	NOTCH2NL
0.01	SEMA6C
0.01	HCN3
0.01	SCYL3
0.01	RGL1
0.01	ETNK2
0.01	TMEM81
0.01	FNDC4
0.01	SPAST
0.01	LIMS2
0.01	EPC2
0.01	SSUH2
0.01	BRK1
0.01	PPARG
0.01	AC022296.3
0.01	MED12L
0.01	MBNL1-AS1
0.01	MFN1
0.01	LINC00884
0.01	PSAPL1
0.01	AFAP1
0.01	FAM114A1
0.01	WDR19
0.01	CXCL9
0.01	AC019131.2
0.01	JADE1
0.01	LMBRD2
0.01	ANKRA2
0.01	ARSB
0.01	SH3PXD2B
0.01	AC139795.2
0.01	AC106795.5
0.01	AC138035.1
0.01	RNF144B
0.01	HIST1H1A
0.01	ZNF311
0.01	COL11A2
0.01	MED20
0.01	GNMT
0.01	RWDD2A
0.01	GJA10
0.01	STK31
0.01	SUGCT
0.01	AC003684.1
0.01	ZXDA
0.01	NHSL2
0.01	ATP6V1B2
0.01	RBPMS
0.01	ADGRA2
0.01	GPAA1
0.01	MSMP
0.01	ZNF483
0.01	FBXW2
0.01	HMGA1P4
0.01	HPS5
0.01	SDHAF2
0.01	CCDC153
0.01	STT3A-AS1
0.01	LINC00167
0.01	AP002986.1
0.01	BAMBI
0.01	ZNF438
0.01	GSTO2
0.01	CACNA1C
0.01	SOX5
0.01	AC121338.2
0.01	AC023794.4
0.01	AC012464.1
0.01	RNASEH2B-AS1
0.01	AL355338.1
0.01	NOXRED1
0.01	RHOV
0.01	AC103691.1
0.01	KIF7
0.01	SOX8
0.01	C16orf71
0.01	AC009133.4
0.01	SEPHS2
0.01	KIAA0895L
0.01	AC138028.4
0.01	GP1BA
0.01	SLC16A11
0.01	AC016876.1
0.01	GUCY2D
0.01	AC005726.4
0.01	SEZ6
0.01	AC015849.5
0.01	TBC1D3B
0.01	GSDMA
0.01	TNS4
0.01	AOC3
0.01	TSPAN10
0.01	SMAD4
0.01	AL391097.1
0.01	SOX18
0.01	AC027307.3
0.01	APBA3
0.01	AC010503.1
0.01	ZNF491
0.01	ZNF564
0.01	ZNF626
0.01	ZNF493
0.01	AC092279.1
0.01	THAP8
0.01	APOC1
0.01	SIX5
0.01	AC008750.1
0.01	KIR2DL1
0.01	ZNF417
0.01	IGLV5-52
0.01	AC003681.1
0.01	PHETA2
0.01	MAPK12
0.01	MCM3AP-AS1
0.01	AP001469.3
0.009	SLC22A15
0.009	PRUNE1
0.009	AL590666.2
0.009	MYOCOS
0.009	AL121983.2
0.009	KIAA0040
0.009	PAPPA2
0.009	KIAA1614-AS1
0.009	TROVE2
0.009	CYB5R1
0.009	DISC1
0.009	CHML
0.009	AKT3
0.009	EFCAB2
0.009	AL591848.4
0.009	TOGARAM2
0.009	TIA1
0.009	AC015971.1
0.009	CNNM4
0.009	OSBPL6
0.009	OSGEPL1-AS1
0.009	GPBAR1
0.009	MKRN2OS
0.009	AC097359.3
0.009	AC124045.1
0.009	AC137630.1
0.009	TWF2
0.009	GRAMD1C
0.009	COL6A5
0.009	GRK7
0.009	TSC22D2
0.009	RARRES1
0.009	KCNMB2
0.009	FAM43A
0.009	AL136360.2
0.009	SEL1L3
0.009	ATP10D
0.009	AC098487.1
0.009	MANBA
0.009	RPL34-AS1
0.009	AC109347.2
0.009	MMAA
0.009	AC105285.1
0.009	AC012640.2
0.009	MYO10
0.009	C5orf17
0.009	MRPS30-DT
0.009	MARVELD2
0.009	ATG12
0.009	SNX24
0.009	GRPEL2
0.009	SAP30L-AS1
0.009	BTNL8
0.009	HUS1B
0.009	AL021807.1
0.009	ITPR3
0.009	Z84485.1
0.009	KHDC1
0.009	MYO6
0.009	ANKRD6
0.009	SLC16A10
0.009	RSPH4A
0.009	IL22RA2
0.009	HOTAIRM1
0.009	INMT
0.009	AC018647.2
0.009	KIAA0895
0.009	PCLO
0.009	LRRD1
0.009	ZSCAN21
0.009	PLXNA4
0.009	TFE3
0.009	ERCC6L
0.009	ZNF185
0.009	FAM66A
0.009	TRIM35
0.009	AC090152.1
0.009	RAD21-AS1
0.009	KHDRBS3
0.009	TRMT10B
0.009	SLC25A51
0.009	CRAT
0.009	AL138781.2
0.009	NRARP
0.009	LINC01001
0.009	PNPLA2
0.009	OR2AG2
0.009	CSNK2A3
0.009	AC090092.1
0.009	CDC42BPG
0.009	MIR194-2HG
0.009	RAB6A
0.009	ACER3
0.009	CEP57
0.009	AP002433.1
0.009	TEX12
0.009	AGAP4
0.009	PIANP
0.009	SENP1
0.009	CSRNP2
0.009	APAF1
0.009	RNF34
0.009	ZNF605
0.009	AL161772.1
0.009	FRY-AS1
0.009	LRCH1
0.009	FAM124A
0.009	HOMEZ
0.009	AL135999.1
0.009	COCH
0.009	FRMD6-AS1
0.009	SLC35F4
0.009	AL049869.3
0.009	MAX
0.009	AL163051.1
0.009	SNURF
0.009	TMEM62
0.009	MFAP1
0.009	SPESP1
0.009	ZNF213-AS1
0.009	AC009093.6
0.009	AC012645.3
0.009	AC009113.1
0.009	AC004585.1
0.009	KIF18B
0.009	KANSL1
0.009	HOXB9
0.009	NGFR
0.009	OR4D1
0.009	SMURF2
0.009	AC005332.6
0.009	AC005332.5
0.009	MIF4GD
0.009	QRICH2
0.009	LINC01970
0.009	LINC00667
0.009	C18orf25
0.009	ABALON
0.009	RBM12
0.009	SLC13A3
0.009	SLC9A8
0.009	MKNK2
0.009	PSPN
0.009	AC008752.2
0.009	KANK2
0.009	AC024575.1
0.009	ZNF382
0.009	ZNF585A
0.009	PPM1N
0.009	AC020909.3
0.009	ZNF841
0.009	AC002470.1
0.009	TTLL1
0.009	AP000311.1
0.009	LINC00310
0.009	ITGB2-AS1
0.009	POFUT2
0.009	PCBP3
0.008	PRKCZ-AS1
0.008	PANK4
0.008	RHCE
0.008	SRSF4
0.008	AL136115.2
0.008	AC114490.2
0.008	AL033527.2
0.008	YIPF1
0.008	LRRC39
0.008	AMIGO1
0.008	GPR89B
0.008	RUSC1-AS1
0.008	NR1I3
0.008	AL596325.1
0.008	AL021068.1
0.008	NEK2
0.008	AC012073.1
0.008	CRIM1
0.008	LINC01126
0.008	SIX3
0.008	AFTPH
0.008	RTKN
0.008	RGPD6
0.008	LINC02572
0.008	AC106900.1
0.008	NAB1
0.008	CAVIN2
0.008	RAB17
0.008	PRRT3-AS1
0.008	RBSN
0.008	AC116096.1
0.008	MAATS1
0.008	NEK11
0.008	P2RY1
0.008	GOLIM4
0.008	TMEM44-AS1
0.008	AC046143.1
0.008	WDR53
0.008	KIAA1211
0.008	AC110079.2
0.008	USP53
0.008	AC008875.1
0.008	MATR3.1
0.008	PCDHGA2
0.008	SPRY4
0.008	AC011337.1
0.008	AL136309.2
0.008	PSORS1C1
0.008	USP49
0.008	KHDRBS2
0.008	LGSN
0.008	OOEP
0.008	AL359715.2
0.008	PM20D2
0.008	FRK
0.008	AL023584.2
0.008	GLCCI1
0.008	KLHL7-DT
0.008	AC005165.1
0.008	FKBP9
0.008	AMPH
0.008	STAG3
0.008	CASTOR3
0.008	AC005070.3
0.008	AC008264.2
0.008	FAM239A
0.008	GPR82
0.008	FAM104B
0.008	TAF7L
0.008	TMEM185A
0.008	IKBKG
0.008	LINC00599
0.008	EXTL3-AS1
0.008	ZNF703
0.008	LETM2
0.008	AC010834.1
0.008	BAALC-AS1
0.008	AC012213.4
0.008	AC027031.2
0.008	DEPTOR
0.008	ARC
0.008	IL11RA
0.008	FAM95B1
0.008	CBWD6
0.008	ZNF658
0.008	FAM122A
0.008	CDC14B
0.008	AL162586.1
0.008	AL158151.3
0.008	AJM1
0.008	AC068580.4
0.008	TRIM3
0.008	MADD
0.008	TMEM109
0.008	AP001453.4
0.008	PLCB3
0.008	CCDC88B
0.008	GVQW3
0.008	JRKL
0.008	ZC3H12C
0.008	AP002884.4
0.008	H2AFX
0.008	ARHGEF12
0.008	PITRM1-AS1
0.008	PLAU
0.008	ADK
0.008	AL139124.1
0.008	PSD
0.008	AL390763.2
0.008	NECAP1
0.008	BORCS5
0.008	DERA
0.008	ARID2
0.008	AMIGO2
0.008	HDAC7
0.008	AC010173.1
0.008	FAM186B
0.008	AC034102.4
0.008	SLC39A5
0.008	PPFIA2
0.008	TXNRD1
0.008	EID3
0.008	SLC8B1
0.008	TAOK3
0.008	AC026333.4
0.008	HCAR1
0.008	ADGRD1
0.008	AL136962.1
0.008	USP12
0.008	AL139089.1
0.008	EFNB2
0.008	ATP5S
0.008	GNG2
0.008	FBXL22
0.008	IGDCC4
0.008	DENND4A
0.008	TMEM202-AS1
0.008	ACSBG1
0.008	AC021422.1
0.008	TBC1D24
0.008	TMEM159
0.008	NSMCE1
0.008	AC135050.1
0.008	SYCE1L
0.008	TRPV1
0.008	AC002553.2
0.008	GRAP
0.008	NEK8
0.008	CDK5R1
0.008	KRT33B
0.008	CNTD1
0.008	COPZ2
0.008	UBE2Z
0.008	AC099850.1
0.008	NOTUM
0.008	AC132872.1
0.008	AC090229.1
0.008	MALT1
0.008	AC027575.2
0.008	MGME1
0.008	HCK
0.008	TNNC2
0.008	CTXN1
0.008	AC020931.1
0.008	ICAM1
0.008	AC005546.1
0.008	C19orf12
0.008	TDRD12
0.008	SDHAF1
0.008	AC011466.1
0.008	AC026803.2
0.008	ZNF615
0.008	ZNF600
0.008	ZNF816
0.008	LAIR1
0.008	RDH13
0.008	ZNF549
0.008	Z83839.2
0.008	RFPL2
0.008	PICK1
0.008	GATD3A
0.008	AL844908.1
0.008	COL18A1
0.008	S100B
0.007	AL139424.3
0.007	RAB3B
0.007	USP33
0.007	AC239800.3
0.007	AL451085.2
0.007	EFNA4
0.007	SLC25A44
0.007	PPFIA4
0.007	AC092803.2
0.007	SNAP47
0.007	TBCE.1
0.007	SNTG2
0.007	FAM228B
0.007	KRTCAP3
0.007	GALNT14
0.007	CDC42EP3
0.007	SLC8A1
0.007	AC073263.1
0.007	AC104135.1
0.007	AC010978.1
0.007	CDCA7
0.007	DNAH7
0.007	SGO2
0.007	CFLAR-AS1
0.007	AC007038.2
0.007	AC098820.3
0.007	TNS1
0.007	AC097461.1
0.007	DUSP28
0.007	ATG7
0.007	ZNF860
0.007	SCAANT1
0.007	CPOX
0.007	AC078785.1
0.007	GTF2E1
0.007	AC084035.1
0.007	MRAS
0.007	FNDC3B
0.007	CLCN2
0.007	DGKG
0.007	NAAA
0.007	FAM13A
0.007	UGT8
0.007	AC093752.2
0.007	SLC7A11
0.007	LINC02365
0.007	AC021087.1
0.007	AC025442.1
0.007	DTWD2
0.007	EIF4EBP3
0.007	JAKMIP2
0.007	ZBED8
0.007	CREBRF
0.007	HCG25
0.007	SMIM29
0.007	KCNK5
0.007	BVES-AS1
0.007	NHSL1
0.007	ADGB
0.007	ULBP3
0.007	TIAM2
0.007	AL159163.1
0.007	AC004520.1
0.007	JAZF1
0.007	FKBP14
0.007	SLC25A40
0.007	SRI
0.007	NAMPT
0.007	KCP
0.007	WDR91
0.007	MSL3
0.007	DLG3-AS1
0.007	CHM
0.007	AL606763.1
0.007	IDS
0.007	AC245140.3
0.007	ATP6AP1
0.007	FGF17
0.007	LOXL2
0.007	PNMA2
0.007	SARAF
0.007	LRRC69
0.007	AP005717.1
0.007	PLIN2
0.007	GBA2
0.007	HINT2
0.007	FBXO10
0.007	LHX2
0.007	SLC22A18AS
0.007	SLC22A18
0.007	AC132192.1
0.007	BDNF-AS
0.007	SAC3D1
0.007	AP002495.2
0.007	FAM168A
0.007	AL133415.1
0.007	AIFM2
0.007	AC022392.1
0.007	NUDT13
0.007	MSS51
0.007	TMEM254-AS1
0.007	LCOR
0.007	KCNIP2
0.007	TCF7L2
0.007	NINJ2
0.007	AC092747.4
0.007	GXYLT1
0.007	LINC02373
0.007	TMTC2
0.007	AC079907.2
0.007	AC073863.1
0.007	IL17D
0.007	RCBTB1
0.007	UBAC2
0.007	RNF31
0.007	CMA1
0.007	AL162632.3
0.007	ARMH4
0.007	AL122035.1
0.007	TGFB3
0.007	GALC
0.007	CCDC85C
0.007	ADPGK-AS1
0.007	AC068831.6
0.007	AC013394.1
0.007	SYNM
0.007	NPW
0.007	AC009065.1
0.007	AC026401.1
0.007	AC009093.2
0.007	AC026471.4
0.007	NKD1
0.007	MT3
0.007	TK2
0.007	LRRC29
0.007	HAS3
0.007	CPHXL
0.007	OSGIN1
0.007	ACSF3
0.007	LINC00304
0.007	VPS9D1-AS1
0.007	MC1R
0.007	C17orf100
0.007	AC127024.5
0.007	AC127024.6
0.007	MYO1D
0.007	GJC1
0.007	AC138150.2
0.007	PRKAR1A
0.007	DNAH17
0.007	LINC02081
0.007	AC132938.3
0.007	LINC00470
0.007	AP005264.1
0.007	CELF4
0.007	BCL2L1
0.007	PXMP4
0.007	VSTM2L
0.007	RALGAPB
0.007	KLF16
0.007	TUBB4A
0.007	TMED1
0.007	NFIX
0.007	AC008686.1
0.007	AC020917.3
0.007	ZNF567
0.007	SERTAD1
0.007	AC006213.3
0.007	ZNF649-AS1
0.007	ZNF610
0.007	Z83844.1
0.007	GABPA
0.006	TNFRSF25
0.006	AL355483.4
0.006	AL161644.1
0.006	LRRC8B
0.006	GLMN
0.006	ARHGAP29
0.006	AC093157.2
0.006	TMIGD3
0.006	PDZK1
0.006	LIX1L-AS1
0.006	PRKAB2
0.006	LINC00624
0.006	ACP6
0.006	TDRKH
0.006	NPR1
0.006	AL358472.3
0.006	YY1AP1
0.006	AL590560.2
0.006	CACNA1E
0.006	AL391832.1
0.006	ALKAL2
0.006	MFSD2B
0.006	AC013403.2
0.006	BIRC6-AS1
0.006	NIFK-AS1
0.006	LYPD6B
0.006	AC078883.3
0.006	AC009948.1
0.006	BMPR2
0.006	UBE2E2
0.006	AC141002.1
0.006	AC137630.4
0.006	SEMA3B
0.006	SPATA12
0.006	AC116036.2
0.006	EBLN2
0.006	AC093010.2
0.006	ANKUB1
0.006	AC078795.1
0.006	C3orf70
0.006	RNF212
0.006	C4orf50
0.006	MRFAP1L1
0.006	SEPSECS-AS1
0.006	SEC24B-AS1
0.006	RAPGEF2
0.006	TERT
0.006	LINC02228
0.006	VCAN
0.006	LMNB1
0.006	PITX1
0.006	AC008781.1
0.006	IL12B
0.006	TRIM52
0.006	AL137003.2
0.006	AL031775.2
0.006	OR2J2
0.006	GRM4
0.006	AL445250.1
0.006	ARHGAP18
0.006	ALDH8A1
0.006	LINC01625
0.006	AC073957.2
0.006	MACC1
0.006	HOXA6
0.006	TBX20
0.006	AC011005.1
0.006	KRBA1
0.006	ATG9B
0.006	KLHL15
0.006	AL445472.1
0.006	CENPI
0.006	RAB9B
0.006	AFF2
0.006	EPHX2
0.006	HTRA4
0.006	CA8
0.006	AC011978.2
0.006	AC079209.1
0.006	RBM12B
0.006	UBAP1
0.006	AL357874.1
0.006	AGTPBP1
0.006	AL161729.1
0.006	ZNF79
0.006	AL356481.3
0.006	AL391056.1
0.006	OSBPL5
0.006	BDNF
0.006	OR5B12
0.006	PDE2A
0.006	AP003086.2
0.006	KBTBD3
0.006	ELMOD1
0.006	AP000802.1
0.006	PFKFB3
0.006	RET
0.006	SGMS1-AS1
0.006	AC073389.1
0.006	PAPSS2
0.006	PLCE1
0.006	FAM53B-AS1
0.006	TEAD4
0.006	PHC1
0.006	A2M-AS1
0.006	AC010168.1
0.006	INTS13
0.006	AC084824.5
0.006	C12orf40
0.006	AC008083.2
0.006	AC004801.6
0.006	RARG
0.006	AC034102.6
0.006	AC034102.5
0.006	CTDSP2
0.006	AC048341.1
0.006	AC025423.4
0.006	GLIPR1L1
0.006	BBS10
0.006	AC084876.1
0.006	AC145422.1
0.006	TMEM132B
0.006	MTMR6
0.006	AL138966.2
0.006	MTUS2
0.006	PROSER1
0.006	WDFY2
0.006	THSD1
0.006	ABHD13
0.006	ADPRHL1
0.006	RNASE4
0.006	HAUS4
0.006	ZC2HC1C
0.006	LINC02328
0.006	CYP46A1
0.006	LINC00638
0.006	APBA2
0.006	CHRFAM7A
0.006	AC012651.1
0.006	TMOD2
0.006	ALDH1A2
0.006	AC011939.3
0.006	THSD4
0.006	CIB2
0.006	KIAA1024
0.006	AC021739.2
0.006	PCSK6-AS1
0.006	METRN
0.006	REXO5
0.006	AC092119.3
0.006	LCMT1-AS2
0.006	BOLA2
0.006	AC093512.2
0.006	AC002310.2
0.006	CKLF-CMTM1
0.006	CLEC18B
0.006	MYH10
0.006	AC005224.1
0.006	ADORA2B
0.006	SLC5A10
0.006	ANKRD13B
0.006	AC073508.3
0.006	AC100793.2
0.006	MEIOC
0.006	AC003070.1
0.006	AC103810.2
0.006	AC134407.1
0.006	AC110285.6
0.006	METTL4
0.006	ZBTB14
0.006	TTC39C-AS1
0.006	AC027097.1
0.006	SALL3
0.006	SIRPD
0.006	PCMTD2
0.006	CCL25
0.006	S1PR2
0.006	ZNF653
0.006	ZNF440
0.006	MYO9B
0.006	ETV2
0.006	AC011445.2
0.006	AC005393.1
0.006	CYP2S1
0.006	TMEM145
0.006	ZNF223
0.006	RTN2
0.006	AC008622.2
0.006	ARHGAP35
0.006	PLA2G4C
0.006	FAM83E
0.006	TULP2
0.006	ZNF784
0.006	ZNF587
0.006	HDHD5-AS1
0.006	RIMBP3
0.006	RNF185-AS1
0.006	GALR3
0.006	AL022316.1
0.006	ADM2
0.006	C21orf91-OT1
0.006	HUNK
0.006	MIS18A-AS1
0.006	IL10RB
0.005	RNF207
0.005	STMN1
0.005	CATSPER4
0.005	PTPRF
0.005	AC119428.2
0.005	GLIS1
0.005	ANKRD13C
0.005	LRRIQ3
0.005	TMEM56-RWDD3
0.005	SRGAP2C
0.005	AL365181.2
0.005	AL355482.2
0.005	AL355472.1
0.005	OPN3
0.005	AC104695.2
0.005	QPCT
0.005	AC010883.1
0.005	AC107081.2
0.005	EXOC6B
0.005	AC006030.1
0.005	LINC01291
0.005	PROM2
0.005	AC110769.2
0.005	LCT
0.005	AC096558.2
0.005	SCN3A
0.005	SLC40A1
0.005	FBLN2
0.005	DLEC1
0.005	AC104187.1
0.005	TNNC1
0.005	WNT5A
0.005	SUCLG2-AS1
0.005	SLC35A5
0.005	ALG1L2
0.005	COL6A6
0.005	AC117382.2
0.005	AC024933.1
0.005	KCNAB1
0.005	AC080013.1
0.005	AC007620.2
0.005	CAMK2N2
0.005	LRCH3
0.005	MYL5
0.005	NSG1
0.005	ARHGAP24
0.005	AC109361.1
0.005	AC021205.3
0.005	FNIP2
0.005	NEK1
0.005	AC097534.1
0.005	AC019163.1
0.005	AC084871.2
0.005	CMBL
0.005	AC106754.1
0.005	AC026774.1
0.005	LINC00461
0.005	GPR150
0.005	PPP1R2B
0.005	AC139795.3
0.005	ZNF879
0.005	SLC22A23
0.005	CCDC167
0.005	DNPH1
0.005	GCLC
0.005	AL023806.1
0.005	UMAD1
0.005	AC005014.2
0.005	CCDC126
0.005	INHBA
0.005	TNS3
0.005	SUN3
0.005	C7orf57
0.005	AC020743.1
0.005	TMEM178B
0.005	GHET1
0.005	AC131011.1
0.005	MAGIX
0.005	NUDT11
0.005	IQSEC2
0.005	ARHGEF9
0.005	TMSB15B-AS1
0.005	ZBTB33
0.005	RAB33A
0.005	RTL8B
0.005	LINC00632
0.005	MTUS1
0.005	AC021321.1
0.005	MSC-AS1
0.005	LRRC6
0.005	RHPN1
0.005	AL159169.2
0.005	MIRLET7DHG
